Index;GOÄ;Schlüssel;GOÄZiffer;Beschreibung;Punktzahl;Einfachfaktor;Einfachsatz;Regelhöchstfaktor;Regelhöchstsatz;Höchstfaktor;Höchstsatz;Ausschlussziffer;go;ziffer;analog
2247;GOÄ 5267:;5267;z 5267; Ergänzende Ebene(n) oder Spezialprojektion(en) im Anschluß an die Leistung nach Nummer 5266;150;1;8,74;1,8;15,74;2,5;21,86;Ausschlussziffern: GOÄ 5265;GOAE;z 5267;
2248;GOÄ 5280:;5280;z 5280; Myelographie;750;1;43,72;1,8;78,69;2,5;109,29;Ausschlussziffern:;GOAE;z 5280;
2249;GOÄ 5285:;5285;z 5285; Bronchographie – einschließlich Durchleuchtung(en) –;450;1;26,23;1,8;47,21;2,5;65,57;Ausschlussziffern: GOÄ 5295;GOAE;z 5285;
2250;GOÄ 5290:;5290;z 5290; Schichtaufnahme(n) (Tomographie), bis zu fünf Strahleneinrichtungen oder Projektionen, je Strahlenrichtung oder Projektion;650;1;37,89;1,8;68,2;2,5;94,72;Ausschlussziffern:;GOAE;z 5290;
2251;GOÄ 5295:;5295;z 5295; Durchleuchtung(en), als selbständige Leistung;240;1;13,99;1,8;25,18;2,5;34,97;Ausschlussziffern: GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 626, GOÄ 627, GOÄ 628, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5050, GOÄ 5060, GOÄ 5070, GOÄ 5137, GOÄ 5150, GOÄ 5157, GOÄ 5158, GOÄ 5159, GOÄ 5163, GOÄ 5165, GOÄ 5166, GOÄ 5167, GOÄ 5168, GOÄ 5169, GOÄ 5170, GOÄ 5200, GOÄ 5201, GOÄ 5220, GOÄ 5230, GOÄ 5235, GOÄ 5250, GOÄ 5260, GOÄ 5285, GOÄ 5331, GOÄ 5339, GOÄ 5345, GOÄ 5346, GOÄ 5348, GOÄ 5349, GOÄ 5353, GOÄ 5354, GOÄ 5355, GOÄ 5356, GOÄ 5357, GOÄ 5358, GOÄ 5359, GOÄ 5360, GOÄ 5361;GOAE;z 5295;
2252;GOÄ 5298:;5298;z 5298; Zuschlag zu den Leistungen nach den Nummern 5010 bis 5290 bei Anwendung digitaler Radiographie (Bildverstärker-Radiographie);200;1;11,66;1,8;11,66;2,5;11,66;Ausschlussziffern:;GOAE;z 5298;
2253;GOÄ 5300:;5300;z 5300; Serienangiographie im Bereich von Schädel, Brustund/oder Bauchraum, eine Serie;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5357, GOÄ 5358;GOAE;z 5300;
2254;GOÄ 5301:;5301;z 5301; Zweite bis dritte Serie im Anschluß an die Leistung nach Nummer 5300, je Serie;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5357, GOÄ 5358;GOAE;z 5301;
2255;GOÄ 5302:;5302;z 5302; Weitere Serien im Anschluß an die Leistungen nach den Nummern 5300 und 5301, insgesamt;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5357, GOÄ 5358;GOAE;z 5302;
2256;GOÄ 5303:;5303;z 5303; Serienangiographie im Bereich von Schädel, Brustund Bauchraum im zeitlichen Zusammenhang mit einer oder mehreren Leistungen nach den Nummern 5315 bis 5327, eine Serie;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5303;
2257;GOÄ 5304:;5304;z 5304; Zweite bis dritte Serie im Anschluß an die Leistung nach Nummer 5303, je Serie;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5355, GOÄ 5357, GOÄ 5358;GOAE;z 5304;
2258;GOÄ 5305:;5305;z 5305; Weitere Serien im Anschluß an die Leistungen nach den Nummern 5303 und 5304, insgesamt;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5355, GOÄ 5357, GOÄ 5358;GOAE;z 5305;
2259;GOÄ 5306:;5306;z 5306; Serienangiographie im Bereich des Beckens und beider Beine, eine Serie;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 5309, GOÄ 5310, GOÄ 5312, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5306;
2260;GOÄ 5307:;5307;z 5307; Zweite Serie im Anschluß an die Leistung nach Nummer 5306;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 5309, GOÄ 5310, GOÄ 5312, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5307;
2261;GOÄ 5308:;5308;z 5308; Weitere Serien im Anschluß an die Leistungen nach den Nummern 5306 und 5307, insgesamt;800;1;46,63;1,8;83,93;2,5;116,57;Ausschlussziffern: GOÄ 5309, GOÄ 5310, GOÄ 5312, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5308;
2262;GOÄ 5309:;5309;z 5309; Serienangiographie einer Extremität, eine Serie;1800;1;104,92;1,8;188,85;2,5;262,29;Ausschlussziffern: GOÄ 5306, GOÄ 5307, GOÄ 5308, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5309;
2263;GOÄ 5310:;5310;z 5310; Weitere Serien im Anschluß an die Leistung nach Nummer 5309, insgesamt;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 5306, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5310;
2264;GOÄ 5311:;5311;z 5311; Serienangiographie einer weiteren Extremität im zeitlichen Zusammenhang mit der Leistung nach Nummer 5309, eine Serie;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 5306, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5311;
2265;GOÄ 5312:;5312;z 5312; Weitere Serien im Anschluß an die Leistung nach Nummer 5311, insgesamt;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 5306, GOÄ 5307, GOÄ 5308, GOÄ 5313, GOÄ 5355, GOÄ 5357;GOAE;z 5312;
2266;GOÄ 5313:;5313;z 5313; Angiographie der Becken- und Beingefäße in Großkassetten-Technik, je Sitzung;800;1;46,63;1,8;83,93;2,5;116,57;Ausschlussziffern: GOÄ 5301, GOÄ 5302, GOÄ 5303, GOÄ 5304, GOÄ 5305, GOÄ 5306, GOÄ 5307, GOÄ 5308, GOÄ 5309, GOÄ 5310, GOÄ 5311, GOÄ 5312, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5328, GOÄ 5329, GOÄ 5330, GOÄ 5331, GOÄ 5335, GOÄ 5338, GOÄ 5339, GOÄ 5355;GOAE;z 5313;
2267;GOÄ 5315:;5315;z 5315; Angiokardiographie einer Herzhälfte, eine Serie;2200;1;128,23;1,8;230,82;2,5;320,58;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5316, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5356;GOAE;z 5315;
2268;GOÄ 5316:;5316;z 5316; Angiokardiographie beider Herzhälften, eine Serie;3000;1;174,86;1,8;314,75;2,5;437,15;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5315, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5356;GOAE;z 5316;
2269;GOÄ 5317:;5317;z 5317; Zweite bis dritte Serie im Anschluß an die Leistungen nach Nummer 5315 oder 5316, je Serie;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5356;GOAE;z 5317;
2270;GOÄ 5318:;5318;z 5318; Weitere Serien im Anschluß an die Leistung nach Nummer 5317, insgesamt;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5355, GOÄ 5356;GOAE;z 5318;
2271;GOÄ 5324:;5324;z 5324; Selektive Koronarangiographie eines Herzkranzgefäßes oder Bypasses mittels Cinetechnik, eine Serie;2400;1;139,89;1,8;251,8;2,5;349,72;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5325, GOÄ 5355, GOÄ 5356;GOAE;z 5324;
2272;GOÄ 5325:;5325;z 5325; Selektive Koronarangiographie aller Herzkranzgefäße oder Bypasse mittels Cinetechnik, eine Serie;3000;1;174,86;1,8;314,75;2,5;437,15;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5355, GOÄ 5356;GOAE;z 5325;
2273;GOÄ 5326:;5326;z 5326; Selektive Koronarangiographie eines oder aller Herzkranzgefäße im Anschluß an die Leistungen nach Nummer 5324 oder 5325, zweite bis fünfte Serie, je Serie;400;1;23,31;1,8;41,97;2,5;58,29;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5355, GOÄ 5356;GOAE;z 5326;
2274;GOÄ 5327:;5327;z 5327; Zusätzliche Linksventrikulographie bei selektiver Koronarangiographie;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 626, GOÄ 627, GOÄ 629, GOÄ 630, GOÄ 632, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5355, GOÄ 5356;GOAE;z 5327;
2275;GOÄ 5328:;5328;z 5328; Zuschlag zu den Leistungen nach den Nummern 5300 bis 5327 bei Anwendung der simultanen Zwei-Ebenen-Technik;1200;1;69,94;1,8;125,9;2,5;174,86;Ausschlussziffern: GOÄ 5313;GOAE;z 5328;
2276;GOÄ 5329:;5329;z 5329; Venographie im Bereich des Brust- und Bauchraums;1600;1;93,26;1,8;167,87;2,5;233,15;Ausschlussziffern: GOÄ 5313, GOÄ 5353, GOÄ 5354, GOÄ 5359, GOÄ 5360;GOAE;z 5329;
2277;GOÄ 5330:;5330;z 5330; Venographie einer Extremität;750;1;43,72;1,8;78,69;2,5;109,29;Ausschlussziffern: GOÄ 5313, GOÄ 5353, GOÄ 5354, GOÄ 5359, GOÄ 5360;GOAE;z 5330;
2278;GOÄ 5331:;5331;z 5331; Ergänzende Projektion(en) (insbesondere des zentralen Abflußgebiets) im Anschluß an die Leistung nach Nummer 5330, insgesamt;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 5295, GOÄ 5313, GOÄ 5353, GOÄ 5354, GOÄ 5359, GOÄ 5360;GOAE;z 5331;
2279;GOÄ 5335:;5335;z 5335; Zuschlag zu den Leistungen nach den Nummern 5300 bis 5331 bei computergestützter Analyse und Abbildung;800;1;46,63;1,8;83,93;2,5;116,57;Ausschlussziffern: GOÄ 5313;GOAE;z 5335;
2280;GOÄ 5338:;5338;z 5338; Lymphographie, je Extremität;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 5313;GOAE;z 5338;
2281;GOÄ 5339:;5339;z 5339; Ergänzende Projektion(en) im Anschluß an die Leistung nach Nummer 5338 – einschließlich Durchleuchtung(en) -, insgesamt;250;1;14,57;1,8;26,23;2,5;36,43;Ausschlussziffern: GOÄ 5295, GOÄ 5313;GOAE;z 5339;
2282;GOÄ 5345:;5345;z 5345; Perkutane transluminale Dilatation und Rekanalisation von Arterien mit Ausnahme der Koronararterien – einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2800;1;163,2;1,8;293,77;2,5;408,01;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295, GOÄ 5356;GOAE;z 5345;
2283;GOÄ 5346:;5346;z 5346; Zuschlag zu der Leistung nach Nummer 5345 bei Dilatation und Rekanalisation von mehr als zwei Arterien, insgesamt;600;1;34,97;1,8;62,95;2,5;87,43;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295;GOAE;z 5346;
2284;GOÄ 5348:;5348;z 5348; Perkutane transluminale Dilatation und Rekanalisation von Koronararterien – einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff –;3800;1;221,49;1,8;398,69;2,5;553,73;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295;GOAE;z 5348;
2285;GOÄ 5349:;5349;z 5349; Zuschlag zu der Leistung nach Nummer 5348 bei Dilatation und Rekanalisation von mehr als einer Koronararterie, insgesamt;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295;GOAE;z 5349;
2286;GOÄ 5351:;5351;z 5351; Lysebehandlung, als Einzelbehandlung oder ergänzend zu den Leistungen nach Nummer 2826, 5345 oder 5348 – bei einer Lysedauer von mehr als einer Stunde –;500;1;29,14;1,8;52,46;2,5;72,86;Ausschlussziffern:;GOAE;z 5351;
2287;GOÄ 5352:;5352;z 5352; Zuschlag zu der Leistung nach Nummer 5351 bei Lysebehandlung der hirnversorgenden Arterien;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern:;GOAE;z 5352;
2288;GOÄ 5353:;5353;z 5353; Perkutane transluminale Dilatation und Rekanalisation von Venen – einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 344, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 5295, GOÄ 5329, GOÄ 5330, GOÄ 5331, GOÄ 5356;GOAE;z 5353;
2289;GOÄ 5354:;5354;z 5354; Zuschlag zu der Leistung nach Nummer 5353 bei Dilatation und Rekanalisation von mehr als zwei Venen, insgesamt;200;1;11,66;1,8;20,98;2,5;29,14;Ausschlussziffern: GOÄ 344, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 5295, GOÄ 5329, GOÄ 5330, GOÄ 5331;GOAE;z 5354;
2290;GOÄ 5355:;5355;z 5355; Einbringung von Gefäßstützen oder Anwendung alternativer Angioplastiemethoden (Atherektomie, Laser), zusätzlich zur perkutanen transluminalen Dilatation – einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 344, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5303, GOÄ 5304, GOÄ 5305, GOÄ 5306, GOÄ 5307, GOÄ 5308, GOÄ 5309, GOÄ 5310, GOÄ 5311, GOÄ 5312, GOÄ 5313, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5356;GOAE;z 5355;
2291;GOÄ 5356:;5356;z 5356; Einbringung von Gefäßstützen oder Anwendung alternativer Angioplastiemethoden (Atherektomie, Laser), zusätzlich zur perkutanen transluminalen Dilatation einer Koronararterie – einschließlich Kontrastmitteleinbringungen und Durchleuchtung(en) im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2500;1;145,72;1,8;262,29;2,5;364,3;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295, GOÄ 5315, GOÄ 5316, GOÄ 5317, GOÄ 5318, GOÄ 5324, GOÄ 5325, GOÄ 5326, GOÄ 5327, GOÄ 5345, GOÄ 5353, GOÄ 5355;GOAE;z 5356;
2292;GOÄ 5357:;5357;z 5357; Embolisation einer oder mehrerer Arterie(n) mit Ausnahme der Arterien im KopfHalsbereich oder Spinalkanal – einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -, je Gefäßgebiet;3500;1;204,01;1,8;367,21;2,5;510,01;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 5295, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5303, GOÄ 5304, GOÄ 5305, GOÄ 5306, GOÄ 5307, GOÄ 5308, GOÄ 5309, GOÄ 5310, GOÄ 5311, GOÄ 5312;GOAE;z 5357;
2293;GOÄ 5358:;5358;z 5358; Embolisation einer oder mehrerer Arterie(n) im Kopf-Halsbereich oder Spinalkanal – einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff -, je Gefäßgebiet;4500;1;262,29;1,8;472,13;2,5;655,73;Ausschlussziffern: GOÄ 350, GOÄ 351, GOÄ 5295, GOÄ 5300, GOÄ 5301, GOÄ 5302, GOÄ 5304, GOÄ 5305;GOAE;z 5358;
2294;GOÄ 5359:;5359;z 5359; Embolisation der Vena spermatica – einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2500;1;145,72;1,8;262,29;2,5;364,3;Ausschlussziffern: GOÄ 344, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 5295, GOÄ 5329, GOÄ 5330, GOÄ 5331;GOAE;z 5359;
2295;GOÄ 5360:;5360;z 5360; Embolisation von Venen – einschließlich Kontrastmitteleinbringung(en) und angiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 344, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 5295, GOÄ 5329, GOÄ 5330, GOÄ 5331;GOAE;z 5360;
2296;GOÄ 5361:;5361;z 5361; Transhepatische Drainage und/oder Dilatation von Gallengängen – einschließlich Kontrastmitteleinbringung(en) und cholangiographischer Kontrollen im zeitlichen Zusammenhang mit dem gesamten Eingriff –;2600;1;151,55;1,8;272,78;2,5;378,87;Ausschlussziffern: GOÄ 370, GOÄ 5170, GOÄ 5295;GOAE;z 5361;
2297;GOÄ 5369:;5369;z 5369; Höchstwert für Leistungen nach den Nummern 5370 bis 5374;3000;1;174,86;1,8;314,75;2,5;437,15;Ausschlussziffern: GOÄ 5370, GOÄ 5371, GOÄ 5372, GOÄ 5373, GOÄ 5374;GOAE;z 5369;
2298;GOÄ 5370:;5370;z 5370; Computergesteuerte Tomographie im Kopfbereich – gegebenenfalls einschließlich des kranio-zervikalen Übergangs –;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 5369, GOÄ 5378, GOÄ 5810, GOÄ 5831, GOÄ 5840, GOÄ 5841;GOAE;z 5370;
2299;GOÄ 5371:;5371;z 5371; Computergesteuerte Tomographie im Hals- und/oder Thoraxbereich;2300;1;134,06;1,8;241,31;2,5;335,15;Ausschlussziffern: GOÄ 5357, GOÄ 5369, GOÄ 5375, GOÄ 5378, GOÄ 5810, GOÄ 5831, GOÄ 5840, GOÄ 5841;GOAE;z 5371;
2300;GOÄ 5372:;5372;z 5372; Computergesteuerte Tomographie im Abdominalbereich;2600;1;151,55;1,8;272,78;2,5;378,87;Ausschlussziffern: GOÄ 5369, GOÄ 5375, GOÄ 5378, GOÄ 5810, GOÄ 5831, GOÄ 5840, GOÄ 5841;GOAE;z 5372;
2301;GOÄ 5373:;5373;z 5373; Computergesteuerte Tomographie des Skeletts (Wirbelsäule, Extremitäten oder Gelenke bzw. Gelenkpaare);1900;1;110,75;1,8;199,34;2,5;276,86;Ausschlussziffern: GOÄ 5369, GOÄ 5378, GOÄ 5810, GOÄ 5831, GOÄ 5840, GOÄ 5841;GOAE;z 5373;
2302;GOÄ 5374:;5374;z 5374; Computergesteuerte Tomographie der Zwischenwirbelräume im Bereich der Hals-, Brust- und/oder Lendenwirbelsäule – gegebenenfalls einschließlich der Übergangsregionen –;1900;1;110,75;1,8;199,34;2,5;276,86;Ausschlussziffern: GOÄ 5369, GOÄ 5378, GOÄ 5810, GOÄ 5831, GOÄ 5840, GOÄ 5841;GOAE;z 5374;
2303;GOÄ 5375:;5375;z 5375; Computergesteuerte Tomographie der Aorta in ihrer gesamten Länge;2000;1;116,57;1,8;209,83;2,5;291,44;Ausschlussziffern: GOÄ 5371, GOÄ 5372, GOÄ 5378;GOAE;z 5375;
2304;GOÄ 5376:;5376;z 5376; Ergänzende computergesteuerte Tomographie(n) mit mindestens einer zusätzlichen Serie (z.B. bei Einsatz von Xenon, bei Einsatz der High-ResolutionTechnik, bei zusätzlichen Kontrastmittelgaben) – zusätzlich zu den Leistungen nach den Nummern 5370 bis 5375 –;500;1;29,14;1,8;52,46;2,5;72,86;Ausschlussziffern: GOÄ 5378;GOAE;z 5376;
2305;GOÄ 5377:;5377;z 5377; Zuschlag für computergesteuerte Analyse – einschließlich speziell nachfolgender 3D-Rekonstruktion –;800;1;46,63;1,8;83,93;2,5;116,57;Ausschlussziffern:;GOAE;z 5377;
2306;GOÄ 5378:;5378;z 5378; Computergesteuerte Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 5345, GOÄ 5346, GOÄ 5348, GOÄ 5349, GOÄ 5351, GOÄ 5352, GOÄ 5353, GOÄ 5354, GOÄ 5355, GOÄ 5356, GOÄ 5357, GOÄ 5358, GOÄ 5359, GOÄ 5360, GOÄ 5370, GOÄ 5371, GOÄ 5372, GOÄ 5373, GOÄ 5374, GOÄ 5375, GOÄ 5376;GOAE;z 5378;
2307;GOÄ 5380:;5380;z 5380; Bestimmung des Mineralgehalts (Osteodensitometrie) von repräsentativen (auch mehreren) Skeletteilen mit quantitativer Computertomographie oder quantitativer digitaler Röntgentechnik;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 5475;GOAE;z 5380;
2308;GOÄ 5400:;5400;z 5400; Szintigraphische Untersuchung (Schilddrüse) – gegebenenfalls einschließlich Darstellung dystoper Anteile –;350;1;20,4;1,8;36,72;2,5;51;Ausschlussziffern: GOÄ 5401, GOÄ 5402;GOAE;z 5400;
2309;GOÄ 5401:;5401;z 5401; Szintigraphische Untersuchung (Schilddrüse) – einschließlich quantitativer Untersuchung -, mit Bestimmung der globalen, gegebenenfalls auch der regionalen Radionuklidaufnahme in der Schilddrüse mit Gammakamera und Meßwertverarbeitungssystem als JodidclearanceÄquivalent – einschließlich individueller Kalibrierung und Qualitätskontrollen (z.B. Bestimmung der injizierten Aktivität) –;1300;1;75,77;1,8;136,39;2,5;189,43;Ausschlussziffern: GOÄ 5400, GOÄ 5402, GOÄ 5480, GOÄ 5481, GOÄ 5483, GOÄ 5485;GOAE;z 5401;
2310;GOÄ 5402:;5402;z 5402; Radiojodkurztest bis zu 24 Stunden (Schilddrüse) – gegebenenfalls einschließlich Blutaktivitätsbestimmungen und/oder szintigraphischer Untersuchung(en) –;1000;1;58,29;1,8;104,92;2,5;145,72;Ausschlussziffern: GOÄ 5400, GOÄ 5401, GOÄ 5403, GOÄ 5480, GOÄ 5481, GOÄ 5483, GOÄ 5485;GOAE;z 5402;
2311;GOÄ 5403:;5403;z 5403; Radiojodtest (Schilddrüse) vor Radiojodtherapie mit (hoch)131J mit mindestens drei zeitlichen Meßpunkten, davon zwei später als 24 Stunden nach Verabreichung – gegebenenfalls einschließlich Blutaktivitätsbestimmungen –;1200;1;69,94;1,8;125,9;2,5;174,86;Ausschlussziffern: GOÄ 5402, GOÄ 5480, GOÄ 5481, GOÄ 5483, GOÄ 5485;GOAE;z 5403;
2312;GOÄ 5410:;5410;z 5410; Szintigraphische Untersuchung des Gehirns;1200;1;69,94;1,8;125,9;2,5;174,86;Ausschlussziffern:;GOAE;z 5410;
2313;GOÄ 5411:;5411;z 5411; Szintigraphische Untersuchung des Liquorraums;900;1;52,46;1,8;94,43;2,5;131,15;Ausschlussziffern:;GOAE;z 5411;
2314;GOÄ 5415:;5415;z 5415; Szintigraphische Untersuchung der Lungenperfusion – mindestens vier Sichten/Projektionen -, insgesamt;1300;1;75,77;1,8;136,39;2,5;189,43;Ausschlussziffern:;GOAE;z 5415;
2315;GOÄ 5416:;5416;z 5416; Szintigraphische Untersuchung der Lungenbelüftung mit Inhalation radioaktiver Gase, Aerosole oder Stäube;1300;1;75,77;1,8;136,39;2,5;189,43;Ausschlussziffern:;GOAE;z 5416;
2316;GOÄ 5420:;5420;z 5420; Radionuklidventrikulographie mit quantitativer Bestimmung von mindestens Auswurffraktion und regionaler Wandbewegung in Ruhe – gegebenenfalls einschließlich EKG im zeitlichen Zusammenhang mit der Untersuchung –;1200;1;69,94;1,8;125,9;2,5;174,86;Ausschlussziffern: GOÄ 650, GOÄ 651, GOÄ 652, GOÄ 653, GOÄ 654, GOÄ 655, GOÄ 656, GOÄ 5421, GOÄ 5480, GOÄ 5481, GOÄ 5483, GOÄ 5485;GOAE;z 5420;
